sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cb_color,cb_size,cc_color,cc_size,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,l_color,l_size,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,ob_size,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
L-L-BL,,Lounger,simple,,,base,,,,,,,"South Africa","2014-10-25 10:30:41",,,,,Long,,,,0,no_selection,,BL,L,,,,,,,,"Use config","Use config",Lounger,,,,"Product Info Column",,0.0000,0,Short,no_selection,,,,,1,0,no_selection,,"2014-10-26 11:37:03",lounger-78,lounger-78.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,1.0000,1,0,0.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
L-L-OL,,Lounger,simple,,,base,,,,,,,"South Africa","2014-10-25 10:30:41",,,,,Long,,,,0,no_selection,,OL,L,,,,,,,,"Use config","Use config",Lounger,,,,"Product Info Column",,0.0000,0,Short,no_selection,,,,,1,0,no_selection,,"2014-10-26 11:37:03",lounger-79,lounger-79.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,1.0000,1,0,0.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
L-L-MA,,Lounger,simple,,,base,,,,,,,"South Africa","2014-10-25 10:30:41",,,,,Long,,,,0,no_selection,,MA,L,,,,,,,,"Use config","Use config",Lounger,,,,"Product Info Column",,0.0000,0,Short,no_selection,,,,,1,0,no_selection,,"2014-10-26 11:37:03",lounger-80,lounger-80.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,1.0000,1,0,0.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
L-S-BL,,Lounger,simple,,,base,,,,,,,"South Africa","2014-10-25 10:54:42",,,,,Long,,,,0,no_selection,,BL,S,,,,,,,,"Use config","Use config",Lounger,,,,"Product Info Column",,0.0000,0,Short,no_selection,,,,,1,0,no_selection,,"2014-10-26 11:37:03",lounger-81,lounger-81.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,1.0000,1,0,0.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
L-S-OL,,Lounger,simple,,,base,,,,,,,"South Africa","2014-10-25 10:54:42",,,,,Long,,,,0,no_selection,,OL,S,,,,,,,,"Use config","Use config",Lounger,,,,"Product Info Column",,0.0000,0,Short,no_selection,,,,,1,0,no_selection,,"2014-10-26 11:37:03",lounger-82,lounger-82.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,1.0000,1,0,0.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
L-S-MA,,Lounger,simple,,,base,,,,,,,"South Africa","2014-10-25 10:54:42",,,,,Long,,,,0,no_selection,,MA,S,,,,,,,,"Use config","Use config",Lounger,,,,"Product Info Column",,0.0000,0,Short,no_selection,,,,,1,0,no_selection,,"2014-10-26 11:37:03",lounger-83,lounger-83.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,1.0000,1,0,0.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CB-P,,"Crate Bed",configurable,,"Axels Products",base,BL,,,,,,"South Africa","2014-10-25 11:35:41",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Small</h5></td><td>720</td><td>500</td><td>100</td></tr>
<tr class=""alt""><td><h5>Medium</h5></td><td>760</td><td>620</td><td>100</td></tr>
<tr><td><h5>Large</h5></td><td>900</td><td>700</td><td>100</td></tr>
<tr class=""alt""><td><h5>X-Large</h5></td><td>1000</td><td>800</td><td>100</td></tr>
<tr><td><h5>XX-Large</h5></td><td>1100</td><td>900</td><td>100</td></tr>
<tr class=""alt""><td><h5>Giant</h5></td><td>1200</td><td>1000</td><td>100</td></tr>
</tbody>
</table></div>",,,,1,/c/r/crate_bed_axel_hugo.jpg,,,,,,,,,,,"Use config","Use config","Crate Bed Printed",,,,"Product Info Column",,390.0000,1,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>",/c/r/crate_bed_axel_hugo.jpg,,,,,1,0,/c/r/crate_bed_axel_hugo.jpg,,"2014-11-08 14:28:49",crate-bed-printed,crate-bed-printed.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_axel_hugo.jpg,,1,0,CB-P-S,cb_size,S,
,,,,"Dog Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_axel_giant.jpg,,2,0,CB-P-M,cb_size,M,120.0000
,,,,"Dog Beds/Crate Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_hugo_large.jpg,,3,0,CB-P-L,cb_size,L,250.0000
,,,,"Dog Beds/Crate Beds/Printed","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_alex.jpg,,4,0,CB-P-XL,cb_size,XL,400.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_rottweiler_labradore.jpg,,5,0,CB-P-XXL,cb_size,XXL,560.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_cover_hugo.jpg,"Crate bed fits in crate",6,0,CB-P-G,cb_size,G,760.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_axel_giant_2.jpg,,7,0,,,,
CB-P-S,,"Crate Bed",simple,,,base,BL,S,,,,,"South Africa","2014-10-25 11:35:59",,,,,Short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Bed Printed-S",,,,"Product Info Column",,0.0000,0,Long,,,,,,1,0,,,"2014-10-25 13:40:00",crate-bed-printed-s,crate-bed-printed-s.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CB-P-M,,"Crate Bed",simple,,,base,BL,M,,,,,"South Africa","2014-10-25 11:36:24",,,,,Short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Bed Printed-M",,,,"Product Info Column",,0.0000,0,Long,,,,,,1,0,,,"2014-10-25 13:40:00",crate-bed-printed-m,crate-bed-printed-m.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CB-P-L,,"Crate Bed",simple,,,base,BL,L,,,,,"South Africa","2014-10-25 11:36:42",,,,,Short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Bed Printed-L",,,,"Product Info Column",,0.0000,0,Long,,,,,,1,0,,,"2014-10-25 13:40:00",crate-bed-printed-l,crate-bed-printed-l.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CB-P-XL,,"Crate Bed",simple,,,base,BL,XL,,,,,"South Africa","2014-10-25 11:36:51",,,,,Short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Bed Printed-XL",,,,"Product Info Column",,0.0000,0,Long,,,,,,1,0,,,"2014-10-25 13:40:00",crate-bed-printed-xl,crate-bed-printed-xl.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CB-P-XXL,,"Crate Bed",simple,,,base,BL,XXL,,,,,"South Africa","2014-10-25 11:36:56",,,,,Short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Bed Printed-XXL",,,,"Product Info Column",,0.0000,0,Long,,,,,,1,0,,,"2014-10-25 13:40:00",crate-bed-printed-xxl,crate-bed-printed-xxl.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CB-P-G,,"Crate Bed",simple,,,base,BL,G,,,,,"South Africa","2014-10-25 11:37:00",,,,,Short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Bed Printed-G",,,,"Product Info Column",,0.0000,0,Long,,,,,,1,0,,,"2014-10-25 13:40:00",crate-bed-printed-g,crate-bed-printed-g.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CBC-PVC,,"Crate Bed",configurable,,"Axels Products",base,BL,,,,,,"South Africa","2014-10-25 11:55:40",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Small</h5></td><td>720</td><td>500</td><td>100</td></tr>
<tr class=""alt""><td><h5>Medium</h5></td><td>760</td><td>620</td><td>100</td></tr>
<tr><td><h5>Large</h5></td><td>900</td><td>700</td><td>100</td></tr>
<tr class=""alt""><td><h5>X-Large</h5></td><td>1000</td><td>800</td><td>100</td></tr>
<tr><td><h5>XX-Large</h5></td><td>1100</td><td>900</td><td>100</td></tr>
<tr class=""alt""><td><h5>Giant</h5></td><td>1200</td><td>1000</td><td>100</td></tr>
</tbody>
</table></div>",,,,1,/c/r/crate_bed_pvc_cover.jpg,,,,,,,,,,,"Use config","Use config","Crate Bed Cover - Protective Clear PVC",,,,"Product Info Column",,120.0000,1,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>
",/c/r/crate_bed_pvc_cover.jpg,,,,,1,0,/c/r/crate_bed_pvc_cover.jpg,,"2014-11-08 14:20:50",crate-bed-cover-pvc-cover,crate-bed-cover-pvc-cover.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_pvc_cover.jpg,,1,0,CBC-PVC-S,cb_size,S,
,,,,"Bed Covers","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_pvc_cover_2.jpg,,2,0,CBC-PVC-M,cb_size,M,30.0000
,,,,"Bed Covers/Crate Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_bed_pvc_cover_3.jpg,,3,0,CBC-PVC-L,cb_size,L,40.0000
,,,,"Bed Covers/Crate Beds/Protective Clear PVC","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC-PVC-XL,cb_size,XL,50.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC-PVC-XXL,cb_size,XXL,70.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CBC-PVC-G,cb_size,G,90.0000
CBC-PVC-S,,"Crate Bed",simple,,,base,BL,S,,,,,"South Africa","2014-10-25 11:56:09",,,,,short,,,,0,no_selection,,,,,,,,,,,"Use config","Use config","Crate Bed Cover - Protective Clear PVC-S",,,,"Product Info Column",,0.0000,0,long,no_selection,,,,,1,0,no_selection,,"2014-10-26 10:50:54",crate-bed-cover-pvc-cover-s,crate-bed-cover-pvc-cover-s.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CBC-PVC-M,,"Crate Bed",simple,,,base,BL,M,,,,,"South Africa","2014-10-25 11:57:37",,,,,short,,,,0,no_selection,,,,,,,,,,,"Use config","Use config","Crate Bed Cover - Protective Clear PVC-M",,,,"Product Info Column",,0.0000,0,long,no_selection,,,,,1,0,no_selection,,"2014-10-26 10:51:06",crate-bed-cover-pvc-cover-m,crate-bed-cover-pvc-cover-m.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CBC-PVC-L,,"Crate Bed",simple,,,base,BL,L,,,,,"South Africa","2014-10-25 11:58:21",,,,,short,,,,0,no_selection,,,,,,,,,,,"Use config","Use config","Crate Bed Cover - Protective Clear PVC-L",,,,"Product Info Column",,0.0000,0,long,no_selection,,,,,1,0,no_selection,,"2014-10-26 10:51:18",crate-bed-cover-pvc-cover-l,crate-bed-cover-pvc-cover-l.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CBC-PVC-XL,,"Crate Bed",simple,,,base,BL,XL,,,,,"South Africa","2014-10-25 11:58:40",,,,,short,,,,0,no_selection,,,,,,,,,,,"Use config","Use config","Crate Bed Cover - Protective Clear PVC-XL",,,,"Product Info Column",,0.0000,0,long,no_selection,,,,,1,0,no_selection,,"2014-10-26 10:51:31",crate-bed-cover-pvc-cover-xl,crate-bed-cover-pvc-cover-xl.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CBC-PVC-XXL,,"Crate Bed",simple,,,base,BL,XXL,,,,,"South Africa","2014-10-25 11:58:46",,,,,short,,,,0,no_selection,,,,,,,,,,,"Use config","Use config","Crate Bed Cover - Protective Clear PVC-XXL",,,,"Product Info Column",,0.0000,0,long,no_selection,,,,,1,0,no_selection,,"2014-10-26 10:51:41",crate-bed-cover-pvc-cover-xxl,crate-bed-cover-pvc-cover-xxl.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CBC-PVC-G,,"Crate Bed",simple,"Dog Beds/Replacement Covers","Axels Products",base,BL,G,,,,,"South Africa","2014-10-25 11:59:04",,,,,short,,,,0,no_selection,,,,,,,,,,,"Use config","Use config","Crate Bed Cover - Protective Clear PVC-G",,,,"Product Info Column",,0.0000,0,long,no_selection,,,,,1,0,no_selection,,"2014-10-26 11:39:02",crate-bed-cover-pvc-cover-g,crate-bed-cover-pvc-cover-g.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC,,"Crate Cover",configurable,,"Axels Products",base,,,BL,,,,"South Africa","2014-10-25 12:06:49",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Small</h5></td><td>720</td><td>500</td><td>540</td></tr>
<tr class=""alt""><td><h5>Medium</h5></td><td>760</td><td>620</td><td>600</td></tr>
<tr><td><h5>Large</h5></td><td>900</td><td>700</td><td>750</td></tr>
<tr class=""alt""><td><h5>X-Large</h5></td><td>1000</td><td>800</td><td>830</td></tr>
<tr><td><h5>XX-Large</h5></td><td>1100</td><td>900</td><td>900</td></tr>
<tr class=""alt""><td><h5>Giant</h5></td><td>1200</td><td>1000</td><td>1000</td></tr>
</tbody>
</table></div>",,,,1,/c/r/crate_cover.jpg,,,,,,,,,,,"Use config","Use config","Crate Cover",,,,"Product Info Column",,415.0000,1,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>",/c/r/crate_cover.jpg,,,,,1,0,/c/r/crate_cover.jpg,,"2014-11-09 10:42:36",crate-cover,crate-cover.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,CB,0,,,,,,,,,,,88,/c/r/crate_cover.jpg,,1,0,CC-S,cc_size,S,
,,,,"Crate Covers","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB-P,0,,,,,,,,,,,88,/c/r/crate_cover_packaged.jpg,,4,0,CC-M,cc_size,M,20.0000
,,,,"Crate Covers/Standard","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-P,0,,,,,,,,,,,88,/c/r/crate_cover_1.jpg,,3,0,CC-L,cc_size,L,190.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_cover_2.jpg,,2,0,CC-XL,cc_size,XL,325.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-XXL,cc_size,XXL,360.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-G,cc_size,G,425.0000
CC-S,,"Crate Cover",simple,,,base,,,BL,S,,,"South Africa","2014-10-25 12:07:05",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover-S",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:08:27",crate-cover-s,crate-cover-s.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-M,,"Crate Cover",simple,,,base,,,BL,M,,,"South Africa","2014-10-25 12:07:10",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover-M",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:08:27",crate-cover-m,crate-cover-m.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-L,,"Crate Cover",simple,,,base,,,BL,L,,,"South Africa","2014-10-25 12:07:14",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover-L",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:08:28",crate-cover-l,crate-cover-l.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-XL,,"Crate Cover",simple,,,base,,,BL,XL,,,"South Africa","2014-10-25 12:07:20",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover-XL",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:08:28",crate-cover-xl,crate-cover-xl.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-XXL,,"Crate Cover",simple,,,base,,,BL,XXL,,,"South Africa","2014-10-25 12:07:23",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover-XXL",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:08:28",crate-cover-xxl,crate-cover-xxl.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-G,,"Crate Cover",simple,,,base,,,BL,G,,,"South Africa","2014-10-25 12:07:28",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover-G",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:08:28",crate-cover-g,crate-cover-g.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-P,,"Crate Cover",configurable,,"Axels Products",base,,,BL,,,,"South Africa","2014-10-25 12:24:56",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Small</h5></td><td>720</td><td>500</td><td>540</td></tr>
<tr class=""alt""><td><h5>Medium</h5></td><td>760</td><td>620</td><td>600</td></tr>
<tr><td><h5>Large</h5></td><td>900</td><td>700</td><td>750</td></tr>
<tr class=""alt""><td><h5>X-Large</h5></td><td>1000</td><td>800</td><td>830</td></tr>
<tr><td><h5>XX-Large</h5></td><td>1100</td><td>900</td><td>900</td></tr>
<tr class=""alt""><td><h5>Giant</h5></td><td>1200</td><td>1000</td><td>1000</td></tr>
</tbody>
</table></div>",,,,1,/c/r/crate_cover_personalized.jpg,,,,,,,,,,,"Use config","Use config","Crate Cover Printed",,,,"Product Info Column",,510.0000,1,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>",/c/r/crate_cover_personalized.jpg,,,,,1,0,/c/r/crate_cover_personalized.jpg,,"2014-11-09 10:47:20",crate-cover-printed,crate-cover-printed.html,4,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,CB,0,,,,,,,,,,,88,/c/r/crate_cover_personalized.jpg,,1,0,CC-P-S,cc_size,S,
,,,,"Crate Covers","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB-P,0,,,,,,,,,,,88,/c/r/crate_cover_1_1.jpg,,2,0,CC-P-M,cc_size,M,40.0000
,,,,"Crate Covers/Printed","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/c/r/crate_cover_packaged_1.jpg,,3,0,CC-P-L,cc_size,L,260.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-P-XL,cc_size,XL,440.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-P-XXL,cc_size,XXL,530.0000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CC-P-G,cc_size,G,650.0000
CC-P-S,,"Crate Cover",simple,,,base,,,BL,S,,,"South Africa","2014-10-25 12:25:07",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover Printed-S",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:26:14",crate-cover-printed-s,crate-cover-printed-s.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
