sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,cb_color,cb_size,cc_color,cc_size,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,enable_googlecheckout,gallery,gift_message_available,has_options,image,image_label,l_color,l_size,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,ob_size,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,_super_products_sku,_super_attribute_code,_super_attribute_option,_super_attribute_price_corr
CC-P-M,,"Crate Cover",simple,,,base,,,BL,M,,,"South Africa","2014-10-25 12:25:15",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover Printed-M",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:26:14",crate-cover-printed-m,crate-cover-printed-m.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-P-L,,"Crate Cover",simple,,,base,,,BL,L,,,"South Africa","2014-10-25 12:25:18",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover Printed-L",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:26:14",crate-cover-printed-l,crate-cover-printed-l.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-P-XL,,"Crate Cover",simple,,,base,,,BL,XL,,,"South Africa","2014-10-25 12:25:21",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover Printed-XL",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:26:15",crate-cover-printed-xl,crate-cover-printed-xl.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-P-XXL,,"Crate Cover",simple,,,base,,,BL,XXL,,,"South Africa","2014-10-25 12:25:25",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover Printed-XXL",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:26:15",crate-cover-printed-xxl,crate-cover-printed-xxl.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
CC-P-G,,"Crate Cover",simple,,,base,,,BL,G,,,"South Africa","2014-10-25 12:25:28",,,,,short,,,,0,,,,,,,,,,,,"Use config","Use config","Crate Cover Printed-G",,,,"Product Info Column",,0.0000,0,long,,,,,,1,0,,,"2014-10-25 14:26:15",crate-cover-printed-g,crate-cover-printed-g.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OB,,"Ortho Bed",configurable,,"Axels Products",base,,,,,,,"South Africa","2014-10-26 08:56:42",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Small</h5></td><td>680</td><td>470</td><td>30 + 70 (100)</td></tr>
<tr class=""alt""><td><h5>Medium</h5></td><td>1000</td><td>730</td><td>30 + 70 (100)</td></tr>
<tr><td><h5>Large</h5></td><td>1300</td><td>950</td><td>50 + 100 (150)</td></tr>
</tbody>
</table></div>",,,,1,/o/r/ortho_bed_standard_1.jpg,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Standard Denim",,,,"Product Info Column",,275.0000,1,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>",/o/r/ortho_bed_standard_1.jpg,,,,,1,0,/o/r/ortho_bed_standard_1.jpg,,"2014-11-09 10:44:22",orthopedic-bed-standard-denim,orthopedic-bed-standard-denim.html,4,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,1.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,OBC,0,,,OB-SS,0,,,,,,,,,,,88,/o/r/ortho_bed_standard_1.jpg,,1,0,OB-S,ob_size,S,
,,,,"Dog Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBC-SS,0,,,,,,,,,,,88,/o/r/ortho_bed_waterproof_inner_zip.jpg,,2,0,OB-M,ob_size,M,400.0000
,,,,"Dog Beds/Orthopedic Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_standard_replacement_cover.jpg,,3,0,OB-L,ob_size,L,1150.0000
,,,,"Dog Beds/Orthopedic Beds/Standard Denim","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OB-S,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 08:56:52",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Standard Denim-S",,,S,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-standard-denim-s,orthopedic-bed-standard-denim-s.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OB-M,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 08:57:18",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Standard Denim-M",,,M,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-standard-denim-m,orthopedic-bed-standard-denim-m.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OB-L,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 08:57:28",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Standard Denim-L",,,L,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-standard-denim-l,orthopedic-bed-standard-denim-l.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OB-SS,,"Ortho Bed",configurable,,"Axels Products",base,,,,,,,"South Africa","2014-10-26 09:08:38",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Small</h5></td><td>680</td><td>470</td><td>30 + 70 (100)</td></tr>
<tr class=""alt""><td><h5>Medium</h5></td><td>1000</td><td>730</td><td>30 + 70 (100)</td></tr>
<tr><td><h5>Large</h5></td><td>1300</td><td>950</td><td>50 + 100 (150)</td></tr>
</tbody>
</table></div>",,,,1,/o/r/ortho_bed_sheepskin_1.jpg,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Shepherds Fleece Top",,,,"Product Info Column",,330.0000,1,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>",/o/r/ortho_bed_sheepskin_1.jpg,,,,,1,0,/o/r/ortho_bed_sheepskin_1.jpg,,"2014-11-08 14:21:27",orthopedic-bed-shepherds-fleece-top,orthopedic-bed-shepherds-fleece-top.html,4,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,OBC-SS,0,,,,,,,,,,,,,,,88,/o/r/ortho_bed_sheepskin_1.jpg,,1,0,OB-SS-S,ob_size,S,
,,,,"Dog Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_shepard_fleece_replacement_cover_2.jpg,,2,0,OB-SS-M,ob_size,M,375.0000
,,,,"Dog Beds/Orthopedic Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_sheepskin_2.jpg,,3,0,OB-SS-L,ob_size,L,1250.0000
,,,,"Dog Beds/Orthopedic Beds/Shepherd Fleece Top","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_shepard_fleece_replacement_cover.jpg,,4,0,,,,
OB-SS-S,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 09:08:49",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Shepherds Fleece Top-S",,,S,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-shepherds-fleece-top-s,orthopedic-bed-shepherds-fleece-top-s.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OB-SS-M,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 09:09:11",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Shepherds Fleece Top-M",,,M,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-shepherds-fleece-top-m,orthopedic-bed-shepherds-fleece-top-m.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OB-SS-L,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 09:09:33",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Shepherds Fleece Top-L",,,L,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-shepherds-fleece-top-l,orthopedic-bed-shepherds-fleece-top-l.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OBC,,"Ortho Bed",configurable,,"Axels Products",base,,,,,,,"South Africa","2014-10-26 09:20:54",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Small</h5></td><td>680</td><td>470</td><td>100</td></tr>
<tr class=""alt""><td><h5>Medium</h5></td><td>1000</td><td>730</td><td>100</td></tr>
<tr><td><h5>Large</h5></td><td>1300</td><td>950</td><td>150</td></tr>
</tbody>
</table></div>",,,,1,/o/r/ortho_bed_standard_replacement_cover_1.jpg,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Standard Denim - Replacement Cover",,,,"Product Info Column",,60.0000,1,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>",/o/r/ortho_bed_standard_replacement_cover_1.jpg,,,,,1,0,/o/r/ortho_bed_standard_replacement_cover_1.jpg,,"2014-11-08 14:21:34",orthopedic-bed-standard-denim-replacement-cover,orthopedic-bed-standard-denim-replacement-cover.html,4,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_standard_replacement_cover_1.jpg,,1,0,OBC-S,ob_size,S,
,,,,"Bed Covers","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_waterproof_inner_zip_1.jpg,,2,0,OBC-M,ob_size,M,65.0000
,,,,"Dog Beds/Replacement Covers","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_standard_1_1.jpg,,3,0,OBC-L,ob_size,L,97.0000
,,,,"Bed Covers/Orthopedic Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Bed Covers/Orthopedic Beds/Standard Denim","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBC-S,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 09:21:06",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Standard Denim - Replacement Cover-S",,,S,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-standard-denim-replacement-cover-s,orthopedic-bed-standard-denim-replacement-cover-s.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OBC-M,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 09:21:27",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Standard Denim - Replacement Cover-M",,,M,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-standard-denim-replacement-cover-m,orthopedic-bed-standard-denim-replacement-cover-m.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OBC-L,,"Ortho Bed",simple,"Bed Covers/Orthopedic Beds/Standard Denim","Axels Products",base,,,,,,,"South Africa","2014-10-26 09:21:35",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Standard Denim - Replacement Cover-L",,,L,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:39:55",orthopedic-bed-standard-denim-replacement-cover-l,orthopedic-bed-standard-denim-replacement-cover-l.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OBC-SS,,"Ortho Bed",configurable,,"Axels Products",base,,,,,,,"South Africa","2014-10-26 09:22:59",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Small</h5></td><td>680</td><td>470</td><td>100</td></tr>
<tr class=""alt""><td><h5>Medium</h5></td><td>1000</td><td>730</td><td>100</td></tr>
<tr><td><h5>Large</h5></td><td>1300</td><td>950</td><td>150</td></tr>
</tbody>
</table></div>",,,,1,/o/r/ortho_bed_shepard_fleece_replacement_cover_1.jpg,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Shepherds Fleece Top - Replacement Cover",,,,"Product Info Column",,106.0000,1,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>",/o/r/ortho_bed_shepard_fleece_replacement_cover_1.jpg,,,,,1,0,/o/r/ortho_bed_shepard_fleece_replacement_cover_1.jpg,,"2014-11-08 14:21:41",orthopedic-bed-shepherds-fleece-top-replacement-cover,orthopedic-bed-shepherds-fleece-top-replacement-cover.html,4,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_shepard_fleece_replacement_cover_1.jpg,,1,0,OBC-SS-S,ob_size,S,
,,,,"Bed Covers","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_shepard_fleece_replacement_cover_2_1.jpg,,2,0,OBC-SS-M,ob_size,M,80.0000
,,,,"Dog Beds/Replacement Covers","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,/o/r/ortho_bed_sheepskin_1_1.jpg,,3,0,OBC-SS-L,ob_size,L,247.0000
,,,,"Bed Covers/Orthopedic Beds","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Bed Covers/Orthopedic Beds/Shepherd Fleece Top","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBC-SS-S,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 09:25:18",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Shepherds Fleece Top - Replacement Cover-S",,,S,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-shepherds-fleece-top-replacement-cover-s,orthopedic-bed-shepherds-fleece-top-replacement-cover-s.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OBC-SS-M,,"Ortho Bed",simple,,,base,,,,,,,"South Africa","2014-10-26 09:25:36",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Shepherds Fleece Top - Replacement Cover-M",,,M,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:36:16",orthopedic-bed-shepherds-fleece-top-replacement-cover-m,orthopedic-bed-shepherds-fleece-top-replacement-cover-m.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
OBC-SS-L,,"Ortho Bed",simple,"Bed Covers/Orthopedic Beds/Shepherd Fleece Top","Axels Products",base,,,,,,,"South Africa","2014-10-26 09:25:47",,,,,"long TODO",,,,0,,,,,,,,,,,,"Use config","Use config","Orthopedic Bed - Shepherds Fleece Top - Replacement Cover-L",,,L,"Product Info Column",,0.0000,0,"short TODO",,,,,,1,0,,,"2014-10-26 11:40:32",orthopedic-bed-shepherds-fleece-top-replacement-cover-l,orthopedic-bed-shepherds-fleece-top-replacement-cover-l.html,1,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
PS,,Default,simple,,"Axels Products",base,,,,,,,"South Africa","2014-10-26 09:34:57",,,,,"<h3>Size Chart</h3>
<div class=""datagrid""><table>
<thead><tr><th>Size</th><th>Length (mm)</th><th>Width (mm)</th><th>Height (mm)</th></tr></thead>
<tbody>
<tr><td><h5>Large</h5></td><td>600</td><td>400</td><td>470</td></tr>
</tbody>
</table></div>
",,,,0,/p/e/pet_steps.jpg,,,,,,,,,,,"Use config","Use config","Pet Steps",,,,"Product Info Column",,360.0000,0,"<h5>Some Catchy Heading</h5>
<ul class=""ic-ul"">
<li><span class=""ic ic-arrow-right ic-li""></span>Point 1</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 2</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 3</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 4</li>
<li><span class=""ic ic-arrow-right ic-li""></span>Point 5</li>
</ul>",/p/e/pet_steps.jpg,,,,,1,0,/p/e/pet_steps.jpg,,"2014-11-08 14:21:56",pet-steps,pet-steps-133.html,4,1.0000,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,88,/p/e/pet_steps.jpg,,1,0,,,,
,,,,"Pet Steps","Axels Products",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
